,dset,method,y_pred,y_test
0,wine,lasso_cv,0.25772421217176567,0.20892355083957584
1,wine,lasso_cv,0.05400608353444736,-2.0746711262458812
2,wine,lasso_cv,0.12082777986100346,-2.0746711262458812
3,wine,lasso_cv,-0.4478097292573302,-0.9328737877031527
4,wine,lasso_cv,-0.5490391373966673,-0.9328737877031527
5,wine,lasso_cv,-0.14757011789811036,0.20892355083957584
6,wine,lasso_cv,-0.4884910247495073,-0.9328737877031527
7,wine,lasso_cv,-0.533445406011815,-0.9328737877031527
8,wine,lasso_cv,0.10934464147254959,0.20892355083957584
9,wine,lasso_cv,-0.5356599977648595,-0.9328737877031527
10,wine,lasso_cv,-0.8603841459316299,-0.9328737877031527
11,wine,lasso_cv,-0.6698153627839909,-0.9328737877031527
12,wine,lasso_cv,-0.07349717510618992,-0.9328737877031527
13,wine,lasso_cv,0.12186374445393397,1.3507208893823044
14,wine,lasso_cv,0.4125621102803967,0.20892355083957584
15,wine,lasso_cv,0.176630604837603,0.20892355083957584
16,wine,lasso_cv,0.6485445872587253,0.20892355083957584
17,wine,lasso_cv,0.8269037133344785,0.20892355083957584
18,wine,lasso_cv,0.03125860627445409,-0.9328737877031527
19,wine,lasso_cv,0.04100038997554323,0.20892355083957584
20,wine,lasso_cv,-0.16075063057092148,-0.9328737877031527
21,wine,lasso_cv,-0.004780181571978986,0.20892355083957584
22,wine,lasso_cv,-0.5772846597327421,-2.0746711262458812
23,wine,lasso_cv,-0.4478097292573302,-0.9328737877031527
24,wine,lasso_cv,0.17710900249219258,0.20892355083957584
25,wine,lasso_cv,0.29641428730024266,-0.9328737877031527
26,wine,lasso_cv,0.08588848041537195,-0.9328737877031527
27,wine,lasso_cv,-0.414143297390128,0.20892355083957584
28,wine,lasso_cv,0.9987031164363951,1.3507208893823044
29,wine,lasso_cv,0.8493002092237385,1.3507208893823044
30,wine,lasso_cv,-0.4694397910327796,0.20892355083957584
31,wine,lasso_cv,-0.35212149072267596,-0.9328737877031527
32,wine,lasso_cv,0.142122069160459,-0.9328737877031527
33,wine,lasso_cv,-0.6373581258277826,0.20892355083957584
34,wine,lasso_cv,0.8207659047612929,2.4925182279250326
