,dset,method,y_pred,y_test
0,magic,lasso_cv,0.2726518312121238,0.030700665556329033
1,magic,lasso_cv,0.41239684199035553,0.7625474752440298
2,magic,lasso_cv,0.39592279188684587,1.0960840001347256
3,magic,lasso_cv,-0.2847363394484025,-0.6286382039377408
4,magic,lasso_cv,0.26699054810387424,1.3648467651191123
5,magic,lasso_cv,0.6417924490614257,0.5749936032765085
6,magic,lasso_cv,0.27988135233879385,1.1096188156375364
7,magic,lasso_cv,-0.20615883333962826,-0.382111207279401
8,magic,lasso_cv,-1.8912041441246217,-2.542847825049559
9,magic,lasso_cv,0.6268458925239425,1.3029733228205485
10,magic,lasso_cv,-0.28639419190630666,-0.18392283741681406
11,magic,lasso_cv,-0.8905511929429772,-0.9882775872981429
12,magic,lasso_cv,-0.04420223274014867,-0.4536523749371156
13,magic,lasso_cv,-0.08329290619476326,0.38743973130898574
14,magic,lasso_cv,-1.9989221778732764,-2.3233904593968404
15,magic,lasso_cv,0.13624777518843761,0.32169919886676246
16,magic,lasso_cv,-0.5149381213197933,-1.548038885592963
17,magic,lasso_cv,0.14279480239871184,-1.7520278906710405
18,magic,lasso_cv,-0.0013294402453907228,-1.1332934676854018
19,magic,lasso_cv,-0.2073318235967063,0.5527578349504617
20,magic,lasso_cv,0.18696251255136043,-0.5570970362800269
21,magic,lasso_cv,0.8652071963709801,0.3149317911153563
22,magic,lasso_cv,-0.5442112905949239,0.254025121352708
23,magic,lasso_cv,-0.23544166558808105,0.4802498947568322
24,magic,lasso_cv,-0.24702055479837437,-0.4246491988596634
25,magic,lasso_cv,-0.3485865490985958,-0.3763105720639104
26,magic,lasso_cv,-1.0813859517141589,-1.0124469006960193
27,magic,lasso_cv,-0.3306494235483549,0.48315021236457756
28,magic,lasso_cv,0.9413731587500981,0.008322384944110849
29,magic,lasso_cv,-0.08092094909315145,-1.1767982318015797
30,magic,lasso_cv,-0.2024760638318906,0.6175315948567709
31,magic,lasso_cv,0.13865828497225324,0.34296819465689365
32,magic,lasso_cv,0.49657661325768987,0.9355997591728247
33,magic,lasso_cv,0.046065610228057136,-0.18488960995272824
34,magic,lasso_cv,1.0754775362480713,1.0429115106593962
35,magic,lasso_cv,0.4169157891533888,0.44641285599980574
36,magic,lasso_cv,0.899973771186609,1.506962327898626
